id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
ywnd1s67fu,2/2/2011,2.01E+13,2/2/2011,FEMALE,28,facebook,3,en,sem-non-brand,vast,linked,Web,Desktop (Other),Firefox,US
3j0rox54z1,2/2/2011,2.01E+13,,FEMALE,44,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
ho7kzjkall,2/2/2011,2.01E+13,4/28/2011,MALE,,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
fs3mrt701f,2/2/2011,2.01E+13,2/5/2011,-unknown-,,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
8dv4rq2bvt,2/3/2011,2.01E+13,,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,NDF
izrenbzmi0,2/3/2011,2.01E+13,2/4/2011,MALE,54,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
euxocq9bs3,2/3/2011,2.01E+13,,MALE,25,facebook,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
0a5n9auw1c,2/3/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
e0ro1625h6,2/3/2011,2.01E+13,2/11/2011,MALE,27,basic,3,en,other,craigslist,linked,Web,iPad,Mobile Safari,US
k8j1syxbtz,2/3/2011,2.01E+13,2/6/2011,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
vhw6ivarxq,2/3/2011,2.01E+13,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,NDF
kiqc1l5520,2/3/2011,2.01E+13,2/5/2011,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
b5mug88hlf,2/3/2011,2.01E+13,,FEMALE,50,facebook,2,en,content,google,linked,Web,iPad,Mobile Safari,NDF
7o5u1myilp,2/3/2011,2.01E+13,,MALE,34,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
aqjajjnbfv,2/3/2011,2.01E+13,,-unknown-,,basic,2,en,content,google,,Web,Other/Unknown,-unknown-,NDF
0wrs7s2co3,2/3/2011,2.01E+13,2/8/2011,MALE,65,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
7kpbp2a5ro,2/3/2011,2.01E+13,2/3/2011,MALE,43,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,US
6npan91vdt,2/3/2011,2.01E+13,2/19/2011,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NL
p2rhgipxtw,2/3/2011,2.01E+13,3/21/2011,-unknown-,,basic,2,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
rtlme56mi0,2/4/2011,2.01E+13,,-unknown-,,basic,2,en,sem-brand,google,untracked,Web,Other/Unknown,-unknown-,NDF
q2p5oufjbr,2/4/2011,2.01E+13,9/17/2011,-unknown-,32,facebook,3,en,other,craigslist,linked,Web,Mac Desktop,Safari,GB
lto4saawat,2/4/2011,2.01E+13,2/8/2011,FEMALE,32,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Firefox,US
ynriye38i8,2/4/2011,2.01E+13,2/4/2011,FEMALE,35,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
h7e8ifnb78,2/4/2011,2.01E+13,2/17/2011,FEMALE,35,basic,2,en,content,google,untracked,Web,Windows Desktop,Firefox,US
33yqabqyju,2/4/2011,2.01E+13,,FEMALE,,basic,2,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,NDF
n95o42zwum,2/5/2011,2.01E+13,2/8/2011,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
462ocid960,2/5/2011,2.01E+13,2/16/2011,-unknown-,39,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
eukt81g1o2,2/5/2011,2.01E+13,2/5/2011,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
a0bco5gejo,2/5/2011,2.01E+13,2/5/2011,MALE,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
xg3rcl8x75,2/5/2011,2.01E+13,3/8/2011,MALE,26,facebook,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
cp8vyn21j6,2/5/2011,2.01E+13,2/6/2011,FEMALE,,basic,0,zh,seo,google,,Web,Other/Unknown,-unknown-,US
h6gz7d4zct,2/5/2011,2.01E+13,,FEMALE,50,facebook,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
aru0s6yw3r,2/5/2011,2.01E+13,,FEMALE,44,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
qm0kfv87el,2/5/2011,2.01E+13,2/10/2011,FEMALE,43,basic,3,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
y8j8bpkii4,2/6/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
jgqji90i8i,2/6/2011,2.01E+13,2/6/2011,MALE,59,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
vdcj17gbml,2/6/2011,2.01E+13,2/11/2011,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
bb2hm4t3rh,2/6/2011,2.01E+13,,-unknown-,,basic,2,en,other,craigslist,linked,Web,Windows Desktop,IE,NDF
fpkjbmesy2,2/6/2011,2.01E+13,2/6/2011,FEMALE,65,basic,2,en,sem-non-brand,google,tracked-other,Web,Windows Desktop,Chrome,IT
urexuag4hp,2/6/2011,2.01E+13,,-unknown-,,basic,6,en,direct,other,,Web,Other/Unknown,-unknown-,NDF
yiklomhz6l,2/6/2011,2.01E+13,2/9/2011,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,IE,other
uh66x8ics8,2/6/2011,2.01E+13,2/6/2011,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
heym3fgwrp,2/6/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
5ov744frdj,2/7/2011,2.01E+13,2/7/2011,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
z0ng6ki87p,2/7/2011,2.01E+13,,MALE,,facebook,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,NDF
iv0jzty30z,2/7/2011,2.01E+13,,-unknown-,,basic,6,en,direct,other,untracked,Web,Windows Desktop,Chrome,NDF
ctslp43tnv,2/7/2011,2.01E+13,2/9/2011,FEMALE,,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,GB
ehda7g2q5o,2/7/2011,2.01E+13,2/8/2011,FEMALE,31,basic,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,IT
gl3o2k7d0f,2/7/2011,2.01E+13,2/7/2011,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
mfrkzlt6kc,2/7/2011,2.01E+13,,MALE,39,facebook,2,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
q9io6van2y,2/7/2011,2.01E+13,2/7/2011,-unknown-,,basic,6,en,direct,other,untracked,Web,Mac Desktop,Chrome,US
3s0hqkzjzq,2/7/2011,2.01E+13,,-unknown-,,basic,0,en,sem-brand,google,,Web,Other/Unknown,-unknown-,NDF
d1pyu6t8em,2/7/2011,2.01E+13,,MALE,53,facebook,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,NDF
sb3g2fuydz,2/7/2011,2.01E+13,2/18/2011,-unknown-,,basic,2,en,other,craigslist,untracked,Web,iPad,Mobile Safari,US
otb6eqzu8u,2/8/2011,2.01E+13,,FEMALE,102,basic,2,en,direct,direct,untracked,Web,Android Phone,Chrome Mobile,NDF
jh871o7xeg,2/8/2011,2.01E+13,2/16/2011,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
gj3sqaucmk,2/8/2011,2.01E+13,2/10/2011,FEMALE,44,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
ib1p8cl6h5,2/8/2011,2.01E+13,,FEMALE,28,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
imqwv68xxc,2/8/2011,2.01E+13,,-unknown-,19,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
2bltwu0z3p,2/8/2011,2.01E+13,2/10/2011,FEMALE,36,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
y2bei86qtj,2/8/2011,2.01E+13,,-unknown-,,basic,0,en,sem-non-brand,google,untracked,Web,iPhone,-unknown-,NDF
d4cv15ix7w,2/8/2011,2.01E+13,2/13/2011,FEMALE,27,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
65sa1fze9a,2/8/2011,2.01E+13,,FEMALE,34,basic,2,en,content,google,linked,Web,Windows Desktop,IE,NDF
1f1a5mpzlw,2/8/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPad,Chrome Mobile,NDF
tvgpgzuhh0,2/9/2011,2.01E+13,,FEMALE,49,basic,2,ru,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
c5y88jig98,2/9/2011,2.01E+13,2/10/2011,-unknown-,48,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,US
e4bmtp7m8d,2/9/2011,2.01E+13,2/10/2011,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
o0ovhmlg67,2/9/2011,2.01E+13,2/9/2011,FEMALE,,basic,3,en,sem-non-brand,google,tracked-other,Web,Windows Desktop,IE,other
rsxlh2usxb,2/9/2011,2.01E+13,,FEMALE,25,facebook,2,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
7xyeqo44lm,2/9/2011,2.01E+13,12/6/2011,-unknown-,35,basic,0,en,other,craigslist,linked,Web,Mac Desktop,Safari,US
7swb74ot9c,2/9/2011,2.01E+13,2/9/2011,-unknown-,,basic,3,en,other,craigslist,tracked-other,Web,Mac Desktop,Firefox,US
m0xs29nkmx,2/9/2011,2.01E+13,,MALE,35,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
ah4dhb5cpz,2/9/2011,2.01E+13,2/10/2011,MALE,26,basic,0,en,other,craigslist,linked,Web,Mac Desktop,Chrome,US
i41tbgvaqy,2/9/2011,2.01E+13,,FEMALE,38,facebook,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
b39gh9l170,2/9/2011,2.01E+13,,-unknown-,,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,NDF
liqczqv9os,2/9/2011,2.01E+13,,-unknown-,,basic,2,en,sem-non-brand,vast,untracked,Web,Windows Desktop,Chrome,NDF
6hh84qnowb,2/9/2011,2.01E+13,2/14/2011,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPhone,Mobile Safari,US
a4pbq3pvg3,2/9/2011,2.01E+13,12/29/2011,FEMALE,33,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
ornwq8tk5w,2/9/2011,2.01E+13,,-unknown-,,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
uvhc9h0d0i,2/9/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
ocswutkeih,2/10/2011,2.01E+13,3/19/2011,FEMALE,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,GB
wzgy29ubmh,2/10/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
d9718ltx2g,2/10/2011,2.01E+13,,MALE,30,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
gvw15vnq2q,2/10/2011,2.01E+13,,MALE,,facebook,2,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,NDF
ury70mpheu,2/10/2011,2.01E+13,,MALE,,facebook,2,en,other,craigslist,linked,Web,Windows Desktop,IE,NDF
33ls5nhprr,2/10/2011,2.01E+13,,MALE,39,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
dy5ikg5xwq,2/10/2011,2.01E+13,,-unknown-,,basic,3,en,seo,google,tracked-other,Web,Mac Desktop,Chrome,NDF
8qpg8lkiw5,2/10/2011,2.01E+13,2/12/2011,MALE,40,facebook,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
g2ku3pfqf4,2/10/2011,2.01E+13,,FEMALE,72,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
3rw8sxktjj,2/10/2011,2.01E+13,2/13/2011,FEMALE,54,basic,2,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,other
x3kxrzczxk,2/10/2011,2.01E+13,,-unknown-,,basic,6,en,direct,other,untracked,Web,iPhone,-unknown-,NDF
zu6ei93xfh,2/10/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPad,Chrome Mobile,NDF
duepdoksxe,2/10/2011,2.01E+13,2/10/2011,FEMALE,32,facebook,3,en,other,craigslist,linked,Web,Windows Desktop,Firefox,ES
i94i75ya5h,2/10/2011,2.01E+13,2/11/2011,FEMALE,36,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
r87ofjgur1,2/10/2011,2.01E+13,,-unknown-,38,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
ikxn1vldib,2/10/2011,2.01E+13,,-unknown-,,basic,2,en,content,google,linked,Web,Mac Desktop,Chrome,NDF
px6awxhzjg,2/10/2011,2.01E+13,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
rz8md0tfup,2/10/2011,2.01E+13,2/14/2011,-unknown-,34,basic,3,en,seo,google,linked,Web,Mac Desktop,Chrome,US
jnupumshlm,2/10/2011,2.01E+13,,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
k0kzmwmjqf,2/11/2011,2.01E+13,,FEMALE,26,facebook,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
2otmz2qpm2,2/11/2011,2.01E+13,2/11/2011,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPhone,-unknown-,ES
2ul2sm7nkh,2/11/2011,2.01E+13,2/11/2011,-unknown-,,basic,2,en,other,craigslist,omg,Web,iPad,Mobile Safari,CA
9m6mwfrw3l,2/11/2011,2.01E+13,2/16/2011,MALE,27,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
klon7xd7k3,2/11/2011,2.01E+13,2/17/2011,-unknown-,,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
58wu1k2si2,2/11/2011,2.01E+13,2/13/2011,FEMALE,31,basic,3,en,direct,direct,untracked,Web,Windows Desktop,IE,other
lv7rkbphfz,2/11/2011,2.01E+13,3/10/2011,-unknown-,105,basic,0,en,other,craigslist,linked,Web,Windows Desktop,Chrome,US
xam6tb8ayf,2/11/2011,2.01E+13,2/24/2011,FEMALE,32,basic,2,en,direct,direct,untracked,Web,Windows Desktop,IE,ES
jwvjtbckae,2/12/2011,2.01E+13,2/12/2011,-unknown-,,basic,3,en,direct,direct,linked,Web,Windows Desktop,Chrome,GB
bpnxd0tyw8,2/12/2011,2.01E+13,,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
ne10z2wtgl,2/12/2011,2.01E+13,,FEMALE,,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
xczrde5skh,2/12/2011,2.01E+13,,-unknown-,,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,NDF
q5kpum7jql,2/12/2011,2.01E+13,3/16/2011,FEMALE,28,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
dku5se5y4i,2/12/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
zefvmjgmpq,2/12/2011,2.01E+13,2/15/2011,FEMALE,30,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
74mefd8p1m,2/13/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,omg,Web,Windows Desktop,IE,NDF
df4c3cw1db,2/13/2011,2.01E+13,,-unknown-,,basic,2,en,seo,google,untracked,Web,Mac Desktop,Chrome,NDF
ivxpgd69m2,2/13/2011,2.01E+13,2/15/2011,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
kl3ft6ohct,2/13/2011,2.01E+13,,FEMALE,60,basic,2,en,content,google,,Web,Other/Unknown,-unknown-,NDF
8baoelq1rv,2/13/2011,2.01E+13,2/15/2011,MALE,28,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
gobx0a0ukk,2/13/2011,2.01E+13,,-unknown-,,basic,3,en,sem-brand,google,untracked,Web,iPhone,-unknown-,NDF
3i94cxzzua,2/13/2011,2.01E+13,,FEMALE,28,facebook,3,en,seo,google,untracked,Web,Windows Desktop,Chrome,NDF
ptohv7roao,2/13/2011,2.01E+13,,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
kz4fjxec5b,2/13/2011,2.01E+13,2/14/2011,MALE,74,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,FR
en13jk1mzu,2/13/2011,2.01E+13,2/16/2011,FEMALE,35,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,US
bulztbtyy8,2/13/2011,2.01E+13,2/15/2011,-unknown-,37,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,GB
g747shsayb,2/13/2011,2.01E+13,3/8/2011,MALE,,facebook,2,en,other,craigslist,tracked-other,Web,Windows Desktop,IE,other
y99ac0spvi,2/14/2011,2.01E+13,3/20/2011,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
mo3ge25swi,2/14/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
jxb8vvis39,2/14/2011,2.01E+13,10/28/2011,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
hmqtuirrcx,2/14/2011,2.01E+13,3/14/2011,MALE,30,facebook,3,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,ES
n6saiqudqr,2/14/2011,2.01E+13,,FEMALE,38,facebook,2,en,other,craigslist,omg,Web,Desktop (Other),Chrome,NDF
s78btl16v7,2/14/2011,2.01E+13,2/16/2011,FEMALE,,basic,2,en,other,craigslist,omg,Web,Windows Desktop,Firefox,US
mu5tgalvta,2/14/2011,2.01E+13,2/27/2011,-unknown-,,basic,2,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,GB
6jjvbko1b4,2/14/2011,2.01E+13,,FEMALE,39,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
imhnskyf0g,2/14/2011,2.01E+13,8/5/2011,MALE,24,basic,2,en,sem-brand,google,untracked,Web,Windows Desktop,IE,US
nhrl8l0qva,2/14/2011,2.01E+13,2/14/2011,MALE,,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
imljaxopi7,2/14/2011,2.01E+13,3/4/2011,-unknown-,,basic,2,en,seo,google,omg,Web,Windows Desktop,Chrome,US
9u8vvb1kpx,2/14/2011,2.01E+13,5/8/2011,-unknown-,,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,US
o683agzz7d,2/14/2011,2.01E+13,2/14/2011,-unknown-,34,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
hzeao4tv3w,2/14/2011,2.01E+13,,MALE,,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
khwx4irhfz,2/14/2011,2.01E+13,2/18/2011,MALE,32,basic,2,en,direct,direct,tracked-other,Web,Mac Desktop,Firefox,US
78r5quomd3,2/14/2011,2.01E+13,,-unknown-,,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
266ip9dgx3,2/14/2011,2.01E+13,,MALE,,facebook,2,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,NDF
nsazg6o1vg,2/14/2011,2.01E+13,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
nf5qhydkyy,2/15/2011,2.01E+13,,FEMALE,40,facebook,2,en,sem-brand,google,,Web,Other/Unknown,-unknown-,NDF
b03r7gmqiw,2/15/2011,2.01E+13,,FEMALE,26,basic,2,en,seo,google,untracked,Web,Android Phone,Android Browser,NDF
iwx1yg2lux,2/15/2011,2.01E+13,,-unknown-,31,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
gv0z55ga54,2/15/2011,2.01E+13,10/5/2011,FEMALE,40,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
nd43be6c2l,2/15/2011,2.01E+13,2/17/2011,-unknown-,28,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
iyf7fcehzt,2/15/2011,2.01E+13,2/15/2011,-unknown-,43,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
o0310zmi0g,2/15/2011,2.01E+13,,MALE,47,facebook,2,en,other,craigslist,untracked,Web,Other/Unknown,-unknown-,NDF
1z4kn1rvzj,2/15/2011,2.01E+13,4/23/2011,MALE,35,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,US
rhtw7vvc42,2/15/2011,2.01E+13,,MALE,47,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
rh9bu38jz3,2/15/2011,2.01E+13,,MALE,62,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
h39zx0jq8i,2/15/2011,2.01E+13,2/17/2011,OTHER,25,basic,0,en,content,google,untracked,Web,Windows Desktop,IE,CA
iues463zj6,2/15/2011,2.01E+13,,MALE,34,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,NDF
7cmly9yvmw,2/15/2011,2.01E+13,2/24/2011,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
ke9qhid7uj,2/16/2011,2.01E+13,3/22/2011,MALE,32,facebook,2,en,content,google,untracked,Web,Windows Desktop,Chrome,other
otjapveyqm,2/16/2011,2.01E+13,10/2/2011,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
tq26dj69rs,2/16/2011,2.01E+13,,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
0axv5h5l4h,2/16/2011,2.01E+13,,MALE,42,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
f2ni59kcvg,2/16/2011,2.01E+13,9/24/2011,MALE,70,basic,2,en,other,craigslist,linked,Web,Windows Desktop,IE,other
33ebtmiopc,2/16/2011,2.01E+13,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,NDF
g7tfh0bts4,2/16/2011,2.01E+13,2/17/2011,FEMALE,27,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,GB
oy3ofp0d3i,2/16/2011,2.01E+13,2/16/2011,FEMALE,63,basic,2,en,sem-non-brand,google,linked,Web,Windows Desktop,IE,US
c9rlx24gyc,2/16/2011,2.01E+13,10/22/2011,MALE,38,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
m8p84634is,2/16/2011,2.01E+13,2/17/2011,MALE,25,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
n3r6ohu1t9,2/16/2011,2.01E+13,3/6/2011,-unknown-,18,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,IT
ci1igspr1u,2/16/2011,2.01E+13,2/21/2011,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
b3c5nfuhpk,2/16/2011,2.01E+13,,-unknown-,27,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,NDF
9d0m3f6udd,2/17/2011,2.01E+13,,MALE,37,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
hk3drf6m12,2/17/2011,2.01E+13,2/21/2011,MALE,41,basic,2,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,US
pzqmcv62vz,2/17/2011,2.01E+13,,MALE,44,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,NDF
lze203xp68,2/17/2011,2.01E+13,2/18/2011,MALE,32,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
fcg9pz9b32,2/17/2011,2.01E+13,2/25/2011,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
uag5uvm9ly,2/17/2011,2.01E+13,2/21/2011,MALE,29,facebook,0,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
itygfosg7i,2/17/2011,2.01E+13,,FEMALE,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
kxyd72sum7,2/17/2011,2.01E+13,,FEMALE,29,basic,0,en,sem-non-brand,other,omg,Web,Mac Desktop,Safari,NDF
em6dr10qy4,2/17/2011,2.01E+13,,FEMALE,52,basic,2,en,seo,google,omg,Web,Mac Desktop,Safari,NDF
kipwtfbwlz,2/17/2011,2.01E+13,,-unknown-,,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
zx4gw5n8o2,2/17/2011,2.01E+13,3/16/2011,FEMALE,35,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
egk3fgeaxn,2/17/2011,2.01E+13,,FEMALE,30,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
97c3w5fv02,2/17/2011,2.01E+13,2/18/2011,FEMALE,60,basic,3,en,direct,direct,untracked,Web,Windows Desktop,IE,FR
vpbcu12lsa,2/17/2011,2.01E+13,4/20/2011,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,US
vn54bv0wan,2/17/2011,2.01E+13,2/18/2011,FEMALE,33,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,FR
id4kxiliws,2/17/2011,2.01E+13,,-unknown-,,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,NDF
jpcwlbzqci,2/18/2011,2.01E+13,,MALE,41,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Chrome,NDF
4abix0k3hz,2/18/2011,2.01E+13,3/15/2011,FEMALE,33,facebook,2,en,direct,direct,omg,Web,Windows Desktop,IE,US
fhvzgn9ts1,2/18/2011,2.01E+13,2/20/2011,-unknown-,,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,ES
t1cafarni2,2/18/2011,2.01E+13,2/27/2011,-unknown-,26,basic,2,en,direct,direct,linked,Web,Windows Desktop,Firefox,other
c4kwdqcr2h,2/18/2011,2.01E+13,2/18/2011,FEMALE,60,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
6rd9sq6s6q,2/18/2011,2.01E+13,5/6/2011,FEMALE,36,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,GB
2cdb5y5zjx,2/18/2011,2.01E+13,2/24/2011,MALE,50,basic,2,en,direct,direct,linked,Web,Mac Desktop,Firefox,other
ke66g9ufg2,2/18/2011,2.01E+13,2/18/2011,-unknown-,25,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other
npx5u3mhwi,2/18/2011,2.01E+13,2/19/2011,-unknown-,,basic,2,en,sem-brand,google,untracked,Web,iPhone,-unknown-,US
hwbquizueb,2/18/2011,2.01E+13,2/23/2011,FEMALE,47,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
